College Name,University Name,District,Students,Students Male,Students Female,Teachers,Placement Percentage,Scholarships,Pass Percentage,Attendance Percentage,Infrastructure Score,AI Risk Score,Budget Lakhs,NAAC Grade,Academic Year
"Vishwakarma Institute of Technology, Solapur",Shivaji University,Sangli,3037,1847,1190,106,78,237,66,95,51,96,1275,B++,2025
"Maharashtra Institute of Technology, Ratnagiri",Savitribai Phule Pune University,Pune,765,508,257,31,59,63,60,73,64,16,989,B,2022
"Maharashtra Institute of Technology, Ratnagiri",Savitribai Phule Pune University,Pune,763,362,401,32,61,71,60,72,64,14,1035,B,2023
"Maharashtra Institute of Technology, Ratnagiri",Savitribai Phule Pune University,Pune,872,479,393,36,66,73,65,76,65,15,1167,B,2024
"Maharashtra Institute of Technology, Ratnagiri",Savitribai Phule Pune University,Pune,898,606,292,35,61,66,65,74,67,13,1151,B,2025
"Bharti Vidyapeeth College of Engineering, Thane",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,1740,995,745,84,91,322,72,82,56,71,140,A,2022
"Bharti Vidyapeeth College of Engineering, Thane",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,1892,946,946,89,92,329,67,83,57,74,145,A,2023
"Bharti Vidyapeeth College of Engineering, Thane",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,1833,867,966,79,97,337,70,83,57,73,160,A,2024
"Bharti Vidyapeeth College of Engineering, Thane",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,2073,1151,922,92,95,338,70,84,57,72,160,A,2025
"Shri Guru Gobind Singhji Institute of Engineering, Baramati",North Maharashtra University,Nandurbar,3315,2183,1132,148,56,240,75,73,95,96,653,B++,2022
"Shri Guru Gobind Singhji Institute of Engineering, Baramati",North Maharashtra University,Nandurbar,3451,2229,1222,128,57,213,73,70,94,95,678,B++,2023
"Shri Guru Gobind Singhji Institute of Engineering, Baramati",North Maharashtra University,Nandurbar,3845,2409,1436,131,63,215,78,72,95,96,763,B++,2024
"Shri Guru Gobind Singhji Institute of Engineering, Baramati",North Maharashtra University,Nandurbar,3877,1806,2071,132,60,238,79,70,95,100,816,B++,2025
"Sandip Foundation College of Engineering, Shirur 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,2964,1994,970,159,85,374,92,88,52,56,982,A++,2022
"Sandip Foundation College of Engineering, Shirur 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3395,1851,1544,168,90,403,95,86,50,54,1100,A++,2023
"Sandip Foundation College of Engineering, Shirur 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3313,1790,1523,160,91,381,93,84,51,51,1172,A++,2024
"Sandip Foundation College of Engineering, Shirur 73",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3435,2260,1175,149,94,394,93,87,52,53,1281,A++,2025
"D.Y. Patil Institute of Engineering, Satara 82",SNDT Women's University,Parbhani,1678,867,811,91,88,238,74,93,81,56,1170,B,2022
"D.Y. Patil Institute of Engineering, Satara 82",SNDT Women's University,Parbhani,1746,1167,579,95,93,243,77,95,78,57,1268,B,2023
"D.Y. Patil Institute of Engineering, Satara 82",SNDT Women's University,Parbhani,1772,857,915,91,94,249,80,93,79,54,1379,B,2024
"D.Y. Patil Institute of Engineering, Satara 82",SNDT Women's University,Parbhani,1984,909,1075,88,92,219,82,93,81,55,1482,B,2025
"Sardar Patel College of Engineering, Nanded 12",Shivaji University,Solapur,2391,1054,1337,110,83,357,84,86,52,64,725,B++,2022
"Sardar Patel College of Engineering, Nanded 12",Shivaji University,Solapur,2461,1278,1183,100,84,402,86,84,50,65,752,B++,2023
"Sardar Patel College of Engineering, Nanded 12",Shivaji University,Solapur,2636,1665,971,100,82,415,85,86,50,61,822,B++,2024
"Sardar Patel College of Engineering, Nanded 12",Shivaji University,Solapur,2497,1094,1403,107,88,376,85,87,51,61,828,B++,2025
"Sinhgad Institute of Technology, Kalyan",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3078,1451,1627,188,80,550,80,65,83,22,243,A,2022
"Sinhgad Institute of Technology, Kalyan",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3085,1904,1181,191,86,549,78,65,83,21,263,A,2023
"Sinhgad Institute of Technology, Kalyan",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3305,1625,1680,193,84,553,80,65,82,21,278,A,2024
"Sinhgad Institute of Technology, Kalyan",Rashtrasant Tukadoji Maharaj Nagpur University,Gondia,3727,2210,1517,208,82,511,80,65,85,25,303,A,2025
"Walchand College of Engineering, Akola",Shivaji University,Ratnagiri,4210,2059,2151,196,77,566,60,70,69,27,869,A+,2022
"Walchand College of Engineering, Akola",Shivaji University,Ratnagiri,4462,2645,1817,193,73,607,64,70,67,25,902,A+,2023
"Walchand College of Engineering, Akola",Shivaji University,Ratnagiri,4592,2794,1798,209,76,502,60,72,69,30,990,A+,2024
"Walchand College of Engineering, Akola",Shivaji University,Ratnagiri,4553,2447,2106,202,82,556,65,69,67,30,1080,A+,2025
"Terna Engineering College, Jalgaon",Shivaji University,Sindhudurg,4135,1754,2381,204,63,585,97,86,74,87,949,A,2022
"Terna Engineering College, Jalgaon",Shivaji University,Sindhudurg,4201,2433,1768,195,70,581,95,84,74,88,1015,A,2023
"Terna Engineering College, Jalgaon",Shivaji University,Sindhudurg,4574,2955,1619,221,73,484,96,84,73,92,1089,A,2024
"Terna Engineering College, Jalgaon",Shivaji University,Sindhudurg,4712,3050,1662,197,73,583,97,88,72,87,1090,A,2025
"Sardar Patel College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1952,1154,798,113,94,321,68,76,64,94,1018,B,2022
"Sardar Patel College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,1956,952,1004,120,90,302,72,78,62,97,1085,B,2023
"Sardar Patel College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,2211,1464,747,126,91,301,72,78,65,97,1098,B,2024
"Sardar Patel College of Engineering, Latur",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,2152,1066,1086,113,96,307,71,75,64,92,1254,B,2025
"Sardar Patel College of Engineering, Akola",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,5152,2936,2216,299,47,1050,76,80,75,21,671,B+,2022
"Sardar Patel College of Engineering, Akola",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,5386,3569,1817,305,51,950,75,81,75,21,678,B+,2023
"Sardar Patel College of Engineering, Akola",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,5782,3687,2095,324,56,959,78,78,72,23,731,B+,2024
"Sardar Patel College of Engineering, Akola",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,5766,3454,2312,313,57,1059,78,80,74,24,837,B+,2025
"Government College of Engineering, Bandra",Shivaji University,Solapur,836,527,309,42,88,212,94,70,50,76,637,A++,2022
"Government College of Engineering, Bandra",Shivaji University,Solapur,951,579,372,43,88,218,92,72,51,73,677,A++,2023
"Government College of Engineering, Bandra",Shivaji University,Solapur,1020,629,391,44,95,208,91,70,52,70,678,A++,2024
"Government College of Engineering, Bandra",Shivaji University,Solapur,1045,596,449,47,92,197,91,73,50,73,768,A++,2025
"Thadomal Shahani Engineering College, Kalyan",University of Mumbai,Thane,2319,1061,1258,89,74,186,61,90,80,11,1197,A++,2022
"Thadomal Shahani Engineering College, Kalyan",University of Mumbai,Thane,2583,1337,1246,101,74,193,61,90,83,7,1304,A++,2023
"Thadomal Shahani Engineering College, Kalyan",University of Mumbai,Thane,2501,1385,1116,91,79,194,67,91,81,6,1273,A++,2024
"Thadomal Shahani Engineering College, Kalyan",University of Mumbai,Thane,2710,1351,1359,95,76,183,66,88,83,12,1466,A++,2025
"Smt. Kashibai Navale College of Engineering, Wadala",Savitribai Phule Pune University,Nashik,2721,1590,1131,221,56,193,83,77,100,68,814,B+,2022
"Smt. Kashibai Navale College of Engineering, Wadala",Savitribai Phule Pune University,Nashik,2902,1236,1666,225,64,199,88,77,99,66,857,B+,2023
"Smt. Kashibai Navale College of Engineering, Wadala",Savitribai Phule Pune University,Nashik,3100,1651,1449,225,59,201,89,81,99,66,944,B+,2024
"Smt. Kashibai Navale College of Engineering, Wadala",Savitribai Phule Pune University,Nashik,2997,1692,1305,224,67,208,89,81,98,69,998,B+,2025
"Fr. Conceicao Rodrigues College of Engineering, Thane",Shivaji University,Sindhudurg,2872,1876,996,134,46,415,66,78,89,24,569,B++,2022
"Fr. Conceicao Rodrigues College of Engineering, Thane",Shivaji University,Sindhudurg,2822,1303,1519,143,45,422,63,80,91,26,653,B++,2023
"Fr. Conceicao Rodrigues College of Engineering, Thane",Shivaji University,Sindhudurg,2942,1983,959,145,49,442,68,78,92,25,671,B++,2024
"Fr. Conceicao Rodrigues College of Engineering, Thane",Shivaji University,Sindhudurg,3293,1830,1463,153,52,470,69,77,89,29,733,B++,2025
"Sandip Foundation College of Engineering, Nagpur",University of Mumbai,Thane,1001,469,532,73,70,153,99,97,68,5,519,B+,2022
"Sandip Foundation College of Engineering, Nagpur",University of Mumbai,Thane,1039,604,435,70,72,134,100,94,70,4,538,B+,2023
"Sandip Foundation College of Engineering, Nagpur",University of Mumbai,Thane,1103,585,518,78,77,132,100,95,68,6,587,B+,2024
"Sandip Foundation College of Engineering, Nagpur",University of Mumbai,Thane,1216,770,446,77,76,150,99,96,70,1,668,B+,2025
"Shri Guru Gobind Singhji Institute of Engineering, Bandra",SNDT Women's University,Beed,2170,1063,1107,90,99,436,96,75,78,13,1135,A++,2022
"Shri Guru Gobind Singhji Institute of Engineering, Bandra",SNDT Women's University,Beed,2254,1414,840,86,93,434,95,78,76,17,1234,A++,2023
"Shri Guru Gobind Singhji Institute of Engineering, Bandra",SNDT Women's University,Beed,2366,1441,925,87,100,409,97,79,78,15,1229,A++,2024
"Shri Guru Gobind Singhji Institute of Engineering, Bandra",SNDT Women's University,Beed,2445,1057,1388,87,100,416,100,79,79,14,1352,A++,2025
"Walchand College of Engineering, Lonavala",Shivaji University,Solapur,976,584,392,85,93,102,97,83,77,17,979,A+,2022
"Walchand College of Engineering, Lonavala",Shivaji University,Solapur,1037,645,392,85,98,114,94,84,79,18,1031,A+,2023
"Walchand College of Engineering, Lonavala",Shivaji University,Solapur,1077,719,358,83,96,105,100,81,79,15,1133,A+,2024
"Walchand College of Engineering, Lonavala",Shivaji University,Solapur,1212,709,503,77,97,119,96,85,77,12,1200,A+,2025
"Terna Engineering College, Latur",North Maharashtra University,Nandurbar,4251,2330,1921,235,75,302,64,91,99,41,1223,A,2022
"Terna Engineering College, Latur",North Maharashtra University,Nandurbar,4690,3052,1638,229,76,263,60,90,99,43,1309,A,2023
"Terna Engineering College, Latur",North Maharashtra University,Nandurbar,4605,3124,1481,227,79,302,60,94,99,39,1414,A,2024
"Terna Engineering College, Latur",North Maharashtra University,Nandurbar,5166,2872,2294,212,73,284,62,94,98,38,1455,A,2025
"Sardar Patel College of Engineering, Pune",North Maharashtra University,Nandurbar,4744,2452,2292,227,45,1200,80,65,99,95,418,B,2022
"Sardar Patel College of Engineering, Pune",North Maharashtra University,Nandurbar,4933,2074,2859,248,49,1081,76,69,97,96,464,B,2023
"Sardar Patel College of Engineering, Pune",North Maharashtra University,Nandurbar,5534,2407,3127,223,51,1106,77,65,97,95,496,B,2024
"Sardar Patel College of Engineering, Pune",North Maharashtra University,Nandurbar,5347,2738,2609,227,52,1076,80,69,98,96,479,B,2025
"Thadomal Shahani Engineering College, Navi Mumbai",North Maharashtra University,Dhule,1825,840,985,72,71,311,90,70,81,44,882,A,2022
"Thadomal Shahani Engineering College, Navi Mumbai",North Maharashtra University,Dhule,1933,947,986,76,76,291,90,71,79,43,947,A,2023
"Thadomal Shahani Engineering College, Navi Mumbai",North Maharashtra University,Dhule,2075,931,1144,68,72,306,94,70,79,42,990,A,2024
"Thadomal Shahani Engineering College, Navi Mumbai",North Maharashtra University,Dhule,2249,1505,744,76,72,308,94,71,80,43,1062,A,2025
"Vishwakarma Institute of Technology, Nanded",Dr. Babasaheb Ambedkar Technological University,Beed,3649,1911,1738,173,65,582,82,65,79,9,672,A,2022
"Vishwakarma Institute of Technology, Nanded",Dr. Babasaheb Ambedkar Technological University,Beed,3567,2132,1435,155,65,620,86,65,81,11,712,A,2023
"Vishwakarma Institute of Technology, Nanded",Dr. Babasaheb Ambedkar Technological University,Beed,3942,2435,1507,160,63,657,84,66,80,14,739,A,2024
"Vishwakarma Institute of Technology, Nanded",Dr. Babasaheb Ambedkar Technological University,Beed,4014,2417,1597,171,68,591,89,65,79,9,869,A,2025
"Sardar Patel College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4372,2557,1815,178,45,746,93,93,76,6,426,B++,2022
"Sardar Patel College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4431,2856,1575,183,50,732,96,93,76,5,469,B++,2023
"Sardar Patel College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4561,2422,2139,173,45,726,94,94,78,4,492,B++,2024
"Sardar Patel College of Engineering, Nanded",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4746,2043,2703,173,49,718,96,94,75,6,511,B++,2025
"Dwarkadas J. Sanghvi College of Engineering, Ratnagiri",SNDT Women's University,Latur,2071,1065,1006,128,50,465,90,98,57,2,1258,A++,2022
"Dwarkadas J. Sanghvi College of Engineering, Ratnagiri",SNDT Women's University,Latur,2169,1329,840,134,55,426,87,95,59,0,1407,A++,2023
"Dwarkadas J. Sanghvi College of Engineering, Ratnagiri",SNDT Women's University,Latur,2114,1296,818,124,54,422,89,94,56,4,1462,A++,2024
"Dwarkadas J. Sanghvi College of Engineering, Ratnagiri",SNDT Women's University,Latur,2258,1226,1032,138,60,469,87,95,57,3,1500,A++,2025
"Sinhgad Institute of Technology, Latur",Shivaji University,Ratnagiri,1136,736,400,84,56,177,66,75,80,91,616,B++,2022
"Sinhgad Institute of Technology, Latur",Shivaji University,Ratnagiri,1214,803,411,80,49,151,66,73,82,88,710,B++,2023
"Sinhgad Institute of Technology, Latur",Shivaji University,Ratnagiri,1221,821,400,76,56,161,69,76,80,89,718,B++,2024
"Sinhgad Institute of Technology, Latur",Shivaji University,Ratnagiri,1353,766,587,78,55,152,66,73,81,92,785,B++,2025
"Dwarkadas J. Sanghvi College of Engineering, Bandra",SNDT Women's University,Osmanabad,2372,1483,889,128,58,273,100,96,98,19,217,B++,2022
"Dwarkadas J. Sanghvi College of Engineering, Bandra",SNDT Women's University,Osmanabad,2326,1112,1214,129,55,260,96,97,97,16,244,B++,2023
"Dwarkadas J. Sanghvi College of Engineering, Bandra",SNDT Women's University,Osmanabad,2411,1626,785,139,55,288,96,97,98,16,239,B++,2024
"Dwarkadas J. Sanghvi College of Engineering, Bandra",SNDT Women's University,Osmanabad,2742,1543,1199,133,59,309,99,97,96,19,276,B++,2025
"Sardar Patel College of Engineering, Dhule 54",Shivaji University,Sangli,2542,1212,1330,113,61,443,94,98,58,59,1121,B+,2022
"Sardar Patel College of Engineering, Dhule 54",Shivaji University,Sangli,2575,1519,1056,112,68,438,97,95,60,56,1141,B+,2023
"Sardar Patel College of Engineering, Dhule 54",Shivaji University,Sangli,2783,1789,994,104,68,440,100,97,60,55,1305,B+,2024
"Sardar Patel College of Engineering, Dhule 54",Shivaji University,Sangli,2723,1272,1451,100,64,437,99,95,60,54,1291,B+,2025
"Thadomal Shahani Engineering College, Ratnagiri",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,3413,2158,1255,191,64,648,72,90,64,99,887,B+,2022
"Thadomal Shahani Engineering College, Ratnagiri",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,3651,1628,2023,186,62,724,75,90,63,96,947,B+,2023
"Thadomal Shahani Engineering College, Ratnagiri",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,3775,2218,1557,172,66,748,75,88,63,100,1028,B+,2024
"Thadomal Shahani Engineering College, Ratnagiri",Rashtrasant Tukadoji Maharaj Nagpur University,Bhandara,4071,1822,2249,193,69,760,74,88,64,99,1069,B+,2025
"Maharashtra Institute of Technology, Nanded 91",North Maharashtra University,Dhule,3483,2201,1282,126,98,646,66,98,53,18,1035,B++,2022
"Maharashtra Institute of Technology, Nanded 91",North Maharashtra University,Dhule,3376,1457,1919,131,93,695,72,97,52,13,1145,B++,2023
"Maharashtra Institute of Technology, Nanded 91",North Maharashtra University,Dhule,3526,1872,1654,123,97,655,72,97,51,16,1127,B++,2024
"Maharashtra Institute of Technology, Nanded 91",North Maharashtra University,Dhule,3718,1659,2059,140,99,635,70,94,53,13,1303,B++,2025
"Sanjay Ghodawat Institute, Nanded 57",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,3939,1836,2103,347,52,525,67,69,81,99,604,B+,2022
"Sanjay Ghodawat Institute, Nanded 57",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4018,2209,1809,338,55,538,71,67,79,100,652,B+,2023
"Sanjay Ghodawat Institute, Nanded 57",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4148,2449,1699,336,58,501,73,70,79,97,672,B+,2024
"Sanjay Ghodawat Institute, Nanded 57",Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,4813,2369,2444,323,55,474,71,69,81,100,699,B+,2025
"Vishwakarma Institute of Technology, Shirur",University of Mumbai,Raigad,2985,1574,1411,129,80,338,82,95,86,4,1252,A++,2022
"Vishwakarma Institute of Technology, Shirur",University of Mumbai,Raigad,3107,1702,1405,124,79,356,81,97,84,6,1279,A++,2023
"Vishwakarma Institute of Technology, Shirur",University of Mumbai,Raigad,3201,1513,1688,130,82,369,79,94,83,3,1394,A++,2024
"Vishwakarma Institute of Technology, Shirur",University of Mumbai,Raigad,3570,2222,1348,116,85,339,85,98,86,2,1445,A++,2025
"Rajarambapu Institute of Technology, Jalgaon",North Maharashtra University,Dhule,2121,1302,819,91,70,498,63,94,61,85,662,A,2022
"Rajarambapu Institute of Technology, Jalgaon",North Maharashtra University,Dhule,2330,1023,1307,103,71,462,65,92,59,86,668,A,2023
"Rajarambapu Institute of Technology, Jalgaon",North Maharashtra University,Dhule,2429,1534,895,92,72,507,65,95,61,88,732,A,2024
"Rajarambapu Institute of Technology, Jalgaon",North Maharashtra University,Dhule,2474,1541,933,101,75,471,65,91,60,89,750,A,2025
"Government College of Engineering, Mumbai",University of Mumbai,Mumbai Suburban,3132,1660,1472,203,57,317,89,76,61,24,233,A,2022
"Government College of Engineering, Mumbai",University of Mumbai,Mumbai Suburban,3481,1708,1773,177,57,344,84,75,62,23,244,A,2023
"Government College of Engineering, Mumbai",University of Mumbai,Mumbai Suburban,3460,2193,1267,204,53,333,87,77,61,24,275,A,2024
"Government College of Engineering, Mumbai",University of Mumbai,Mumbai Suburban,3833,1774,2059,199,59,294,85,74,59,21,290,A,2025
"K.K. Wagh Institute of Engineering Education, Sangli",Shivaji University,Kolhapur,5001,2136,2865,337,78,770,87,83,91,4,992,B++,2022
"K.K. Wagh Institute of Engineering Education, Sangli",Shivaji University,Kolhapur,4953,2340,2613,350,74,797,90,83,91,2,1075,B++,2023
"K.K. Wagh Institute of Engineering Education, Sangli",Shivaji University,Kolhapur,5372,2323,3049,327,76,753,89,81,94,2,1054,B++,2024
